fips,geo_name,state_abb,type,population_2020,n,lng,lat
39145,scioto,OH,County,74008,13,-82.99326888,38.80404083
39147,seneca,OH,County,55069,13,-83.12759613,41.12378254
41019,douglas,OR,County,111201,13,-123.1658435,43.2796987
45059,laurens,SC,County,67539,13,-82.00535135,34.48372258
49053,washington,UT,County,180279,13,-113.5045338,37.28047916
50027,windsor,VT,County,57753,13,-72.58619896,43.57967872
51031,campbell,VA,County,55696,13,-79.09657032,37.20561193
51069,frederick,VA,County,91419,13,-78.26241473,39.2045848
55063,la crosse,WI,County,120784,13,-91.11543876,43.9066398
05125,saline,AR,County,123416,12,-92.67655329,34.64661779
12091,okaloosa,FL,County,211668,12,-86.59219666,30.69101554
13285,troup,GA,County,69426,12,-85.02873581,33.03346388
13313,whitfield,GA,County,102864,12,-84.96674982,34.80650119
21047,christian,KY,County,72748,12,-87.49033769,36.89391023
22017,caddo parish,LA,County,237848,12,-93.88236667,32.5802177
22019,calcasieu parish,NA,County,216785,12,-93.35798129,30.22942198
22033,east baton rouge parish,LA,County,456781,12,-91.0956724,30.53801719
27111,otter tail,MN,County,60081,12,-95.70748857,46.4090783
32019,lyon,NV,County,59235,12,-119.1886954,39.01991047
39037,darke,OH,County,51881,12,-84.61945793,40.13381861
39081,jefferson,OH,County,65249,12,-80.76113054,40.38470042
39143,sandusky,OH,County,58896,12,-83.14419942,41.35730372
39167,washington,OH,County,59771,12,-81.49547648,39.45557887
48441,taylor,TX,County,143208,12,-99.88996827,32.30175703
55021,columbia,WI,County,58490,12,-89.33408259,43.4669904
13077,coweta,GA,County,146158,11,-84.76342787,33.35346702
13215,muscogee,GA,County,206922,11,-84.87620281,32.51001825
22055,lafayette parish,NA,County,241753,11,-92.0636004,30.20738593
27013,blue earth,MN,County,69112,11,-94.06697737,44.03450234
39005,ashland,OH,County,52447,11,-82.27061922,40.84592901
39043,erie,OH,County,75622,11,-82.63799692,41.37421463
39077,huron,OH,County,58565,11,-82.59842269,41.14651716
39159,union,OH,County,62784,11,-83.37130174,40.29926661
40031,comanche,OK,County,121125,11,-98.47164344,34.6620099
51095,james city,VA,County,78254,11,-76.77717182,37.32794596
51143,pittsylvania,VA,County,60501,11,-79.39718973,36.82128716
51650,hampton city,VA,County,137148,11,-76.36333533,37.05573241
51680,lynchburg city,VA,County,79009,11,-79.19044951,37.40023149
51770,roanoke city,VA,County,100011,11,-79.95759159,37.27905915
51800,suffolk city,VA,County,94324,11,-76.63944938,36.69549937
51810,virginia beach city,VA,County,459470,11,-76.04367462,36.73349545
55117,sheboygan,WI,County,118034,11,-87.94566398,43.72108736
55131,washington,WI,County,136761,11,-88.23041319,43.36887792
01015,calhoun,AL,County,116441,10,-85.82574705,33.77141549
05031,craighead,AR,County,111231,10,-90.63270647,35.8310138
13031,bulloch,GA,County,81099,10,-81.74304725,32.39689006
13129,gordon,GA,County,57544,10,-84.87632767,34.50374908
20015,butler,KS,County,67380,10,-96.83878537,37.78134351
20103,leavenworth,KS,County,81881,10,-95.03795118,39.19957457
21059,daviess,KY,County,103312,10,-87.08762263,37.73176143
22089,stcharles,LA,County,52549,10,-90.35781296,29.90559494
28059,jackson,MS,County,143252,10,-88.6353787,30.53467952
28081,lee,NA,County,83343,10,-88.68047663,34.28973933
29169,pulaski,MO,County,53955,10,-92.20749866,37.82458658
30049,lewis and clark,MT,County,70973,10,-112.3904537,47.12259745
32510,carson city,NV,County,58639,10,-119.7473502,39.15108405
36085,richmond,NY,County,495747,10,-74.15390987,40.58183643
37157,rockingham,NC,County,91096,10,-79.77527984,36.39621434
39009,athens,OH,County,62431,10,-82.0451808,39.3340326
39055,geauga,OH,County,95397,10,-81.17872133,41.49972479
39087,lawrence,OH,County,58240,10,-82.53675197,38.59849502
39119,muskingum,OH,County,86410,10,-81.94452332,39.96581387
45043,georgetown,SC,County,63404,10,-79.33242281,33.43337482
48135,ector,TX,County,165171,10,-102.5429428,31.86898877
51550,chesapeake city,VA,County,249422,10,-76.30244008,36.67787032
51700,newport news city,VA,County,186247,10,-76.5199628,37.10553608
53029,island,WA,County,86857,10,-122.5493921,48.16376089
01127,walker,AL,County,65342,9,-87.29727889,33.80316281
12055,highlands,NA,County,101235,9,-81.34078347,27.3428855
13015,bartow,GA,County,108901,9,-84.84068937,34.23786814
13157,jackson,GA,County,75907,9,-83.56602206,34.1338612
13245,richmond,GA,County,206607,9,-82.07386121,33.35950332
13255,spalding,GA,County,67306,9,-84.28381621,33.26065533
13295,walker,GA,County,67654,9,-85.30084531,34.73561638
13297,walton,GA,County,96673,9,-83.73367264,33.78121226
17063,grundy,IL,County,52533,9,-88.41891328,41.2856038
19169,story,IA,County,98537,9,-93.46499005,42.03621213
21015,boone,KY,County,135968,9,-84.72794553,38.96984373
21093,hardin,KY,County,110702,9,-85.96366674,37.69820941
21117,kenton,KY,County,169064,9,-84.53313887,38.93368118
22097,stlandry,LA,County,82540,9,-92.00579532,30.59908084
26147,st. claire,MI,County,160383,9,-82.68083292,42.93188855
28033,desoto,MS,County,185314,9,-89.99140222,34.8756938
31079,hall,NE,County,62895,9,-98.50212614,40.87261328
33013,merrimack,NH,County,153808,9,-71.68059329,43.2975734
34017,hudon,NJ,County,724854,9,-74.07753388,40.73476975
35013,do_a ana,NM,County,219561,9,-106.8330858,32.35265229
36009,cattaraugus,NY,County,77042,9,-78.67903202,42.24856064
36051,livingston,NY,County,61834,9,-77.77517835,42.72855751
36069,ontario,NY,County,112458,9,-77.29986178,42.85304122
37083,halifax,NC,County,48622,9,-77.65158415,36.25737352
39063,hancock,OH,County,74920,9,-83.66630827,41.00178146
39155,trumbell,OH,County,201977,9,-80.76110735,41.31734436
40143,tulsa,OK,County,669279,9,-95.94143178,36.12121947
45047,greenwood,SC,County,69351,9,-82.12646941,34.15414545
48257,kaufman,TX,County,145310,9,-96.2877972,32.59905385
48469,victoria,TX,County,91319,9,-96.97135956,28.7960712
54081,raleigh,WV,County,74591,9,-81.24873953,37.77126746
55017,chippewa,WI,County,66297,9,-91.28017125,45.06921882
56025,natrona,WY,County,79955,9,-106.7988764,42.96194049
05069,jefferson,AR,County,67260,8,-91.93189159,34.26882203
12085,martin,FL,County,158431,8,-80.43133534,27.07737178
12087,monroe,FL,County,82874,8,-81.12021765,25.27277607
12119,sumter,FL,County,129752,8,-82.08128977,28.70520781
13013,barrow,GA,County,83505,8,-83.71288108,33.99268452
13047,catoosa,GA,County,67872,8,-85.13865749,34.90377849
13179,liberty,GA,County,65256,8,-81.49463778,31.82777126
17199,williamson,IL,County,67153,8,-88.93009646,37.73040742
19061,dubuque,IA,County,99266,8,-90.88262627,42.46858503
21073,franklin,KY,County,51541,8,-84.87704049,38.23894371
21227,warren,KY,County,134554,8,-86.42358976,36.9932296
22057,lafourche,LA,County,97557,8,-90.41865517,29.55797842
25015,hampshire,NA,County,162308,8,-72.66378659,42.34022511
28035,forrest,NA,County,78158,8,-89.25794407,31.18899065
28087,lowndes,NA,County,58879,8,-88.4432447,33.47293459
28089,madison,NA,County,109145,8,-90.03327096,32.63533895
28109,pearl river,NA,County,56145,8,-89.58952146,30.76882496
36047,kings,NY,County,2736074,8,-73.93708255,40.63562226
36113,warren,NY,County,65737,8,-73.84603737,43.56091887
39083,knox,OH,County,62721,8,-82.42287375,40.39902351
41071,yamhill,OR,County,107722,8,-123.3078799,45.23269019
42055,franklin,PA,County,155932,8,-77.72158008,39.92745705
45073,oconee,SC,County,78607,8,-83.06576373,34.75329772
48021,bastrop,TX,County,97216,8,-97.31201625,30.10367452
48427,starr,TX,County,65920,8,-98.73826312,26.56223662
51085,hanover,VA,County,109979,8,-77.49131526,37.76033617
51510,alexandria city,VA,County,159467,8,-77.08548989,38.8171835
54049,marion,WV,County,56205,8,-80.24323834,39.51008055
54079,putnam,WV,County,57440,8,-81.90915525,38.5085024
54107,wood,WV,County,84296,8,-81.51490057,39.21127634
55039,fond du lac,WI,County,104154,8,-88.48885325,43.75354908
01069,houston,AL,County,107202,7,-85.30251402,31.15295179
05051,garland,AR,County,100180,7,-93.15048723,34.57659951
13039,camden,GA,County,54768,7,-81.67060271,30.93041791
13103,effingham,GA,County,64769,7,-81.34134143,32.3672031
13127,glynn,GA,County,84499,7,-81.53985797,31.23071711
17195,whiteside,IL,County,55691,7,-89.91362191,41.75598396
20155,reno,KS,County,61898,7,-98.08586348,37.95303921
20169,saline,KS,County,54303,7,-97.65012272,38.78394989
20173,sedgewick,KS,County,523824,7,-97.46083703,37.68448116
21195,pike,KY,County,58669,7,-82.39537783,37.46909859
23003,aroostook,ME,County,67105,7,-68.5987449,46.65913528
23017,oxford,ME,County,57777,7,-70.75611419,44.49924446
25011,franklin,NA,County,71029,7,-72.59174125,42.58309231
26103,marquette,MI,County,66017,7,-87.64138782,46.43139896
28047,harrison,MS,County,208621,7,-89.11140872,30.50439082
28121,rankin,MS,County,157031,7,-89.94594839,32.26422272
30029,flathead,MT,County,104357,7,-114.0497122,48.29520088
30031,gallatin,MT,County,118960,7,-111.1703288,45.54097041
35015,eddy,NM,County,62314,7,-104.3041733,32.47155056
36005,bronx,NY,County,1472654,7,-73.8615688,40.85091824
36011,cayuga,NY,County,76248,7,-76.55468471,42.91811235
36021,columbia,NY,County,61570,7,-73.63186276,42.25016297
36053,madison,NY,County,68016,7,-75.66993538,42.91279676
37161,rutherford,NA,County,64444,7,-81.92041527,35.4018617
38015,burleigh,ND,County,98458,7,-100.4687948,46.97733689
40017,canadian,OK,County,154405,7,-97.98241218,35.54233821
45055,kershaw,NA,County,65403,7,-80.5903514,34.33859234
45057,lancaster,SC,County,96016,7,-80.7054154,34.68642517
48141,el paso ,TX,County,865657,7,-106.2352418,31.76884214
51153,manassas city / manassas park city / prince william,VA,County,482204,7,-77.48028729,38.70276099
51165,harrisonburg city / rockingham,VA,County,83757,7,-78.87581609,38.51221007
53075,whitman,WA,County,47973,7,-117.5229774,46.90119074
54055,mercer,WV,County,59664,7,-81.11147554,37.40564762
55015,calumet,WI,County,52442,7,-88.21780273,44.0816316
55035,eau claire,WI,County,105710,7,-91.28609183,44.726614
55043,grant,WI,County,51938,7,-90.70630534,42.86757481
55055,jefferson,WI,County,84900,7,-88.77532763,43.02053192
55127,walworth,WI,County,106478,7,-88.54158045,42.668485509999996
55135,waupaca,WI,County,51812,7,-88.96532599,44.47070734
05045,faulkner,AR,County,123498,6,-92.33201857,35.14732521
05085,lonoke,AR,County,74015,6,-91.88791683,34.75441172
05131,saline,AR,County,127799,6,-94.27397371,35.19943145
05131,sebastian,AR,County,127799,6,-94.27397371,35.19943145
12111,st lucie,FL,County,329226,6,-80.47111892,27.377528
17001,adams,IL,County,65737,6,-91.18842478,39.98808185
17029,coles,IL,County,46863,6,-88.22141023,39.52086003
17077,jackson,IL,County,52974,6,-89.38232705,37.78505462
17141,ogle,IL,County,51788,6,-89.32021067,42.04257451
18043,floyd,IN,County,80484,6,-85.90699249,38.31902045
18053,grant,IN,County,66674,6,-85.65468702,40.51587228
18059,hancock,IN,County,79840,6,-85.77325696,39.82296118
18173,warrick,IN,County,63898,6,-87.2717425,38.09237205
19181,warren,IA,County,52403,6,-93.56121354,41.33431116
21029,bullitt,KY,County,82217,6,-85.69808753,37.97000785
21145,mccracken,KY,County,67875,6,-88.71249008,37.05384925
21151,madison,KY,County,92701,6,-84.27808893,37.71989076
21209,scott,KY,County,57155,6,-84.58344665,38.29156708
22015,bossier parish,LA,County,128746,6,-93.60428557,32.67882745
22071,orleans,LA,County,383997,6,-89.92833674,30.06918821
22109,terrebonne,LA,County,109580,6,-90.86454347,29.40922061
26087,lapeer,MI,County,88619,6,-83.22153148,43.09052506
26155,shiawassee,MI,County,68094,6,-84.14662058,42.95402135
28073,lamar,NA,County,64222,6,-89.50870961,31.20573333
29031,cape girardeau,MO,County,81710,6,-89.68444987,37.38402006
29097,jasper,MO,County,122761,6,-94.34047486,37.20351967
29113,lincoln,MO,County,59574,6,-90.96009523,39.05829936
34001,atlantic ,NJ,County,274534,6,-74.66040811,39.47790545
36037,genesee,NY,County,58388,6,-78.19407819,43.00056703
36081,queens,NY,County,2405464,6,-73.81734511,40.70829859
36115,washington,NY,County,61302,6,-73.430748,43.31320642
37045,cleveland,NA,County,99519,6,-81.55570623,35.33410942
37065,edgecombe,NA,County,48900,6,-77.59635385,35.91303781
37141,pender,NA,County,60203,6,-77.90598182,34.52447523
37163,sampson,NA,County,59036,6,-78.37163083,34.99203592
37171,surry,NA,County,71359,6,-80.68725838,36.41459623
37189,watauga,NA,County,54086,6,-81.69605652,36.23087329
37195,wilson,NA,County,78784,6,-77.9189122,35.70531169
38035,grand forks,ND,County,73170,6,-97.45708074,47.92166578
38101,ward,ND,County,69919,6,-101.541865,48.22179884
41017,douglas,OR,County,198253,6,-121.227881,43.91469217
45031,darlington,SC,County,62905,6,-79.95766082,34.33234414
48001,anderson,TX,County,57922,6,-95.65255946,31.81341571
48073,cherokee,TX,County,50412,6,-95.16565693,31.83752856
48099,coryell,TX,County,83093,6,-97.79936155,31.39078397
48203,harrison,TX,County,68839,6,-94.37105127,32.54840734
48231,hunt,TX,County,99956,6,-96.08560239,33.12356693
48349,navarro,TX,County,52624,6,-96.47280759,32.04696933
54033,harrison,WV,County,65921,6,-80.37983086,39.28363307
55027,dodge,WI,County,89396,6,-88.70770995,43.41581374
55071,manitowoc,WI,County,81359,6,-87.80948518,44.11990639
55073,marathon,WI,County,138013,6,-89.75863384,44.89792533
55089,ozaukee,WI,County,91503,6,-87.95138777,43.38375913
55097,portage,WI,County,70377,6,-89.50154548,44.47561378
55111,sauk,WI,County,65763,6,-89.94819801,43.42667177
55141,wood,WI,County,74207,6,-90.0416185,44.45535331
01071,jackson,AL,County,52579,5,-85.99947584,34.77954231
01121,talladega,AL,County,82149,5,-86.16587666,33.37992421
12107,putnam,FL,County,73321,5,-81.7442726,29.60884076
17007,boone,IL,County,53448,5,-88.82348512,42.32294195
17163,st clair,IL,County,257400,5,-89.92848248,38.4703223
18177,wayne,IN,County,66553,5,-85.00991888,39.86440062
20161,riley,KS,County,71959,5,-96.7350396,39.29629774
22015,bossier,LA,County,128746,5,-93.60428557,32.67882745
23009,hancock,ME,County,55478,5,-68.35862848,44.64373173
23025,somerset,ME,County,50477,5,-69.95882156,45.51360259
26027,cass,MI,County,51589,5,-85.99403741,41.91545547
26091,lenawee,MI,County,99423,5,-84.06641246,41.89469406
26111,midland,MI,County,83494,5,-84.38804837,43.64674881
26117,montcalm,MI,County,66614,5,-85.15230226,43.31058414
26149,st. joseph,MI,County,60939,5,-85.52810068,41.91439741
28071,lafayette,NA,County,55813,5,-89.48471446,34.35673647
28075,lauderdale,NA,County,72984,5,-88.66247435,32.40429857
29021,buchanan,MO,County,84793,5,-94.80618288,39.65989328
29101,johnson,MO,County,54013,5,-93.80588795,38.74399152
30013,cascade,MT,County,84414,5,-111.3474099,47.30823753
36033,franklin,NY,County,47555,5,-74.30395769,44.59274379
36061,new york,NY,County,1694251,5,-73.97166722,40.7721053
36077,otsego,NY,County,58524,5,-75.03243898,42.63374775
36089,st lawrence,NY,County,108505,5,-75.06907698,44.49647794
36117,wayne,NY,County,91283,5,-77.02965084,43.15652579
37023,burke,NA,County,87570,5,-81.70505869,35.74914733
37027,caldwell,NA,County,80652,5,-81.5469666,35.95288519
37037,chatham,NA,County,76285,5,-79.255458290000007,35.70266277
37047,columbus,NA,County,50623,5,-78.65514472,34.26573301
37069,franklin,NA,County,68573,5,-78.2853416,36.08251637
37105,lee,NA,County,63285,5,-79.17158398,35.47515626
37109,lincoln,NA,County,86810,5,-81.22393811,35.48589556
37167,stanly,NC,County,62504,5,-80.25088954,35.31173842
40051,grady,OK,County,54795,5,-97.88360671,35.01633237
45021,cherokee,NA,County,56216,5,-81.62012099,35.04837373
45075,orangeburg,SC,County,84223,5,-80.80086358,33.43921301
48005,angelina,TX,County,86395,5,-94.61100866,31.25457834
48037,bowie,TX,County,92893,5,-94.42378182,33.44693757
48199,hardin,TX,County,56231,5,-94.3902703,30.33224472
48213,henderson,TX,County,82150,5,-95.85377795,32.21224151
48221,hood,TX,County,61598,5,-97.83219383,32.43002712
48251,johnson,TX,County,179927,5,-97.36618817,32.3788142
48291,liberty,TX,County,91628,5,-94.81225285,30.15161146
48347,nacogdoches,TX,County,64653,5,-94.61593169,31.6162358
48397,rockwall,TX,County,107819,5,-96.40769484,32.89785884
48409,san patricio,TX,County,68755,5,-97.51888305,28.00978811
48467,van zandt,TX,County,59541,5,-95.83674215,32.56379892
48471,walker,TX,County,76400,5,-95.57247928,30.73883544
48485,wichita,TX,County,129350,5,-98.7035838,33.98806865
49021,iron,UT,County,57289,5,-113.2894426,37.85935379
56021,laramie,WY,County,100512,5,-104.6892193,41.30709358
01033,colbert,AL,County,57227,4,-87.80463371,34.70085284
01113,russell,AL,County,59183,4,-85.18428296,32.28806204
18003,allen ,IN,County,385410,4,-85.06652248,41.0912565
18011,boone,IN,County,70812,4,-86.46866856,40.05117643
18067,howard,IN,County,83658,4,-86.1167092,40.48362355
18085,kosciusko,IN,County,80240,4,-85.86064998,41.24435723
18109,morgan,IN,County,71780,4,-86.44647098,39.48166964
19049,dallas,IA,County,99678,4,-94.03970701,41.68489264
21113,jessamine,KY,County,52991,4,-84.58031888,37.87235886
21185,oldham,KY,County,67607,4,-85.44866529,38.39974783
22051,jefferson parish,LA,County,440781,4,-90.11275154,29.74131251
24037,st mary's,MD,County,113777,4,-76.60613989,38.3016848
26015,barry,MI,County,62423,4,-85.30834519,42.59513984
26073,isabella,MI,County,64394,4,-84.84664923,43.64060976
26157,tuscola,MI,County,53323,4,-83.41747147,43.46515989
26159,van buren,MI,County,75587,4,-86.01839482,42.25166438
29051,cole,MO,County,77279,4,-92.28161601,38.50579587
29165,platte,MO,County,106718,4,-94.77380125,39.38073683
29183,st charles,MO,County,405262,4,-90.67411979,38.78248212
29510,st louis city,MO,County,301578,4,-90.24484413,38.63654694
35013,dona anna,NM,County,219561,4,-106.8330858,32.35265229
36015,chemung,NY,County,84148,4,-76.75989461,42.14122122
36101,steuben,NY,County,93584,4,-77.3834881,42.26788874
36105,sullivan,NY,County,78624,4,-74.7681497,41.71624399
37061,duplin,NA,County,48715,4,-77.93295681,34.93627171
37087,haywood,NC,County,62089,4,-82.98251028,35.55576195
37107,lenoir,NA,County,55122,4,-77.64152691,35.23892735
37125,moore,NA,County,99727,4,-79.48151986,35.31080558
37127,nash,NA,County,94970,4,-77.9861842,35.96771851
37193,wilkes,NA,County,65969,4,-81.16305367,36.20617699
40037,creek,OK,County,71754,4,-96.37089402,35.90233119
40101,muskogee,OK,County,66339,4,-95.37949187,35.61612948
41053,polk,OR,County,87433,4,-123.4132525,44.90338514
42005,armstrong,PA,County,65558,4,-79.46505466,40.81298372
42033,clearfield,PA,County,80562,4,-78.4740474,41.00013648
42039,crawford,PA,County,83938,4,-80.10676906,41.68442887
42073,lawrence,PA,County,86070,4,-80.33434051,40.99133874
46103,pennington,SD,County,109222,4,-102.8239659,44.00397449
47001,anderson,TN,County,77123,4,-84.19904346,36.11862903
47037,davidson,TN,County,715884,4,-86.78502875,36.16932462
48491,wichita,TX,County,609017,4,-97.60120361,30.64812769
49003,box elder,UT,County,57666,4,-113.0821456,41.52095018
51199,poquoson city / york,VA,County,70045,4,-76.56191748,37.24271166
51199,york,VA,County,70045,4,-76.56191748,37.24271166
54003,berkely,WV,County,122076,4,-78.0274399,39.46408048
54011,cabell,WV,County,94350,4,-82.24144949,38.42049789
55109,st. croix,WI,County,93536,4,-92.4529513,45.03345626
01043,cullman,AL,County,87866,3,-86.86718877,34.13183982
01095,marshall,AL,County,97612,3,-86.30615623,34.36690867
21125,laurel,KY,County,62613,3,-84.1176508,37.11047425
21199,pulaski,KY,County,65034,3,-84.57709045,37.10380837
21227,warren ,KY,County,134554,3,-86.42358976,36.9932296
22019,calcasieu,NA,County,216785,3,-93.35798129,30.22942198
22079,rapides,LA,County,130023,3,-92.53365886,31.19810087
22099,stmartin,LA,County,51767,3,-91.60785079,30.12930997
22105,tangipahoa,LA,County,133157,3,-90.40542519,30.62688036
26067,ionia,MI,County,66804,3,-85.07413319,42.94502238
37031,carteret,NA,County,67686,3,-76.65336214,34.8275267
37077,granville,NA,County,60992,3,-78.65301,36.30365992
37093,hoke,NA,County,52082,3,-79.23678619,35.01716668
40125,pottawatomie,OK,County,72454,3,-96.94828061,35.20684527
40131,rogers,OK,County,95240,3,-95.60476511,36.37196654
40145,wagoner,OK,County,80981,3,-95.52115154,35.96138606
42121,venango,PA,County,50454,3,-79.75792032,41.40101962
48401,rusk,TX,County,52214,3,-94.76183346,32.10819843
NC_Dutchess,dutchess,NC,County,NA,3,-78.8021586,35.7872265
01009,blount,AL,County,59134,2,-86.5670064,33.98087061
01031,coffee,AL,County,53465,2,-85.98828821,31.40188396
01049,dekalb,AL,County,71608,2,-85.80378574,34.46023769
01077,lauderdale,AL,County,93564,2,-87.65411658,34.9015002
01115,st. clair,AL,County,91103,2,-86.31476905,33.71540022
05033,crawford,AR,County,60133,2,-94.24296995,35.588841
12089,nassau,FL,County,90352,2,-81.80190989,30.61062054
17183,vermilion,IL,County,74188,2,-87.73292603,40.18371674
17197,winnebago,IL,County,696355,2,-87.97829555,41.44485087
19155,pottawattamie,IA,County,93667,2,-95.54290277,41.33661346
29019,boone conty,MO,County,183610,2,-92.30983436,38.99091068
35001,bernalilo,NM,County,676444,2,-106.6705759,35.05121905
36043,herkimer,NY,County,60139,2,-74.96255405,43.41936241
36083,rensslaer,NY,County,161130,2,-73.50952678,42.71103722
37021,buncome,NC,County,269452,2,-82.53035424,35.6112775
40047,garfield,NA,County,62846,2,-97.78263254,36.3791609
40119,payne,NA,County,81646,2,-96.97542338,36.07716359
40147,washington,NA,County,52455,2,-95.90449238,36.71527849
41035,klamath,OR,County,69413,2,-121.6500072,42.68605026
41059,umatilla,OR,County,80075,2,-118.736681,45.59148273
42063,indiana,PA,County,83246,2,-79.08763255,40.65207806
42095,northampton district 3,PA,County,312951,2,-75.30735363,40.75446063
48373,polk,TX,County,50123,2,-94.82986499,30.79270853
49045,tooele,UT,County,72698,2,-113.1311648,40.44875267
51165,rockingham,VA,County,83757,2,-78.87581609,38.51221007
MS_Dutchess,dutchess,MS,County,NA,2,-89.3985283,32.3546679
01001,autauga,AL,County,58805,1,-86.64289976,32.53514228
01051,elmore,AL,County,87977,1,-86.14884036,32.59724126
01115,st clair,AL,County,91103,1,-86.31476905,33.71540022
12109,st johns,FL,County,273425,1,-81.4405388,29.90168542
22063,livingston,LA,County,142282,1,-90.72765311,30.44023061
22073,ouachita,LA,County,160368,1,-92.15486108,32.47822702
26147,st clair,MI,County,160383,1,-82.68083292,42.93188855
27163,washington ,MN,County,267568,1,-92.88374367,45.03911139
29043,christian,MO,County,88842,1,-93.18847844,36.96906632
29145,newton,MO,County,58648,1,-94.33946172,36.90518568
29187,st. francois,MO,County,66922,1,-90.47255556,37.81055607
29213,taney,MO,County,56066,1,-93.04127586,36.65473646
36019,clinton,NY,County,79843,1,-73.67828248,44.74606721
36035,fulton,NY,County,53324,1,-74.42194258,43.11377432
41003,benton,OR,County,95184,1,-123.428743,44.49161157
41009,columbia,OR,County,52589,1,-123.0888664,45.94376691
42085,mercer ,PA,County,110652,1,-80.25773634,41.30228665
42111,somerset,PA,County,74129,1,-79.02838302,39.9723843
47031,coffee,TN,County,57889,1,-86.07559709,35.49021487
48361,orange,TX,County,84808,1,-93.89437408,30.12099964
55109,st croix,WI,County,93536,1,-92.4529513,45.03345626
GA_Dutchess,dutchess,GA,County,NA,1,-82.90712300000001,32.1574351
0609620,Compton Unified,CA,School District,NA,171,-118.2309201,33.8918472
3500060,Albuquerque,NM,School District,NA,137,-106.7022189,35.0667858
3702970,Charlotte  - Mecklenburg,NC,School District,NA,124,-80.8338317,35.2468623
0614550,Fresno Unified,CA,School District,NA,116,-119.7843286,36.7741357
4816230,Dallas ISD,TX,School District,NA,110,-96.7425077,32.7359525
0622710,Los Angeles Unified,CA,School District,NA,109,-118.2760162,33.9514587
0803360,Denver,CO,School District,NA,104,-104.8811054,39.7618502
2102990,Jefferson County,KY,School District,NA,100,-85.6663313,38.1879298
2400510,Prince George's County,MD,School District,NA,98,-76.848188,38.8292778
0625800,Moreno Valley Unified,CA,School District,NA,95,-117.2156584,33.9336735
0629940,Pasadena Unified,CA,School District,NA,94,-118.0945947,34.1962463
1201560,Pinellas County,FL,School District,NA,94,-82.7980663,27.9053425
5101260,Fairfax County,VA,School District,NA,94,-77.2732524,38.8295203
0628050,Oakland Unified,CA,School District,NA,91,-122.2248374,37.79844
0608460,Chino Valley Unified,CA,School District,NA,90,-117.6955224,33.9697343
0633840,Sacramento City Unified,CA,School District,NA,89,-121.4545086,38.5266083
0613920,Fontana Unified,CA,School District,NA,88,-117.4584594,34.1023396
0632550,West Contra Costa Unified,CA,School District,NA,83,-122.3310035,37.973028
4703180,Davidson County,TN,School District,NA,83,-86.7847898,36.1691287
3200060,Clark County,NV,School District,NA,82,-115.0143977,36.2141295
1301740,DeKalb County ,GA,School District,NA,81,-84.2219977,33.771594
0609640,Conejo Valley Unified,CA,School District,NA,80,-118.8850849,34.1777378
0618390,Inglewood Unified,CA,School District,NA,79,-118.3458973,33.9612098
0635310,Santa Ana Unified,CA,School District,NA,79,-117.8754516,33.721148
0613360,Fairfield-Suisun Unified,CA,School District,NA,78,-122.0296674,38.2073034
0628650,Orange Unified,CA,School District,NA,78,-117.6975419,33.782819
0641160,Visalia Unified,CA,School District,NA,77,-119.31498,36.3685191
5102250,Loudoun County,VA,School District,NA,77,-77.6388976,39.0812
0623340,Madera Unified,CA,School District,NA,76,-120.1238633,36.9419167
0623610,Manteca Unified,CA,School District,NA,75,-121.2416672,37.8082866
0634170,San Bernardino City Unified,CA,School District,NA,75,-117.3291728,34.1988485
1201590,Polk County,FL,School District,NA,75,-81.6935336,27.9536488
1302280,Fulton County ,GA,School District,NA,72,-84.5683379,33.5886229
0631530,Poway Unified,CA,School District,NA,71,-117.0591926,32.9826388
0616740,Hayward Unified,CA,School District,NA,70,-122.097789,37.6371409
4900030,Alpine,Utah,School District,NA,70,-111.866621,40.2859903
0607440,Capistrano Unified,CA,School District,NA,69,-117.6278377,33.5069252
0609070,Coachella Valley Unified,CA,School District,NA,69,-115.8414453,33.5584855
0614400,Fremont Unified,CA,School District,NA,69,-121.9411495,37.4944602
0684500,Irvine Unified,CA,School District,NA,69,-117.7651297,33.6774579
4808940,Austin ISD,TX,School District,NA,69,-97.7207036,30.3525239
0602850,Antioch Unified,CA,School District,NA,67,-121.807771,37.977398
3704720,Wake   County,NC,School District,NA,67,-78.650624,35.7898464
0600028,Temecula Valley Unified,CA,School District,NA,66,-117.0453344,33.5242793
0600036,Natomas Unified,CA,School District,NA,66,-121.5671717,38.6670731
0615240,Glendale Unified,CA,School District,NA,66,-118.2517672,34.2038347
0632370,Rialto Unified,CA,School District,NA,66,-117.4993433,34.2397655
0608370,Chico Unified,CA,School District,NA,65,-121.7790346,39.8138901
0609390,Colton Joint Unified,CA,School District,NA,65,-117.3289619,34.0424303
0636840,Simi Valley Unified,CA,School District,NA,65,-118.7320265,34.2878799
0604740,Berkeley Unified,CA,School District,NA,64,-122.2987247,37.8656733
0600014,Hesperia Unified,CA,School District,NA,63,-117.33698,34.3616273
0619260,Jurupa Unified,CA,School District,NA,62,-117.473331,34.0022592
0641190,Vista Unified,CA,School District,NA,62,-117.2389725,33.2036386
4833120,Northside ISD,TX,School District,NA,62,-98.6903421,29.5527545
0603690,Baldwin Park Unified,CA,School District,NA,61,-117.9687223,34.0896602
0625470,Montebello Unified,CA,School District,NA,61,-118.1293959,34.0077973
